"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","HR","Croatia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","NL","Netherlands",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","PT","Portugal",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-10","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","HR","Croatia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","NL","Netherlands",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","PT","Portugal",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-11","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","HR","Croatia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","NL","Netherlands",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","PT","Portugal",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2015-12","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","HR","Croatia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","NL","Netherlands",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","PT","Portugal",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-01","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2016-02","AT","Austria",0.000000000,""
